coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': -39.2689, 'lat': -3.2778}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 28.94, 'feels_like': 33.95, 'temp_min': 28.94, 'temp_max': 28.94, 'pressure': 1012, 'humidity': 77, 'sea_level': 1012, 'grnd_level': 1009}",10000.0,"{'speed': 4.17, 'deg': 95, 'gust': 5.89}",{'all': 70},1710685313,"{'country': 'BR', 'sunrise': 1710664904, 'sunset': 1710708535}",-10800,3386177,Trairi,200,,
"{'lon': 88.3972, 'lat': 69.4865}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -16.55, 'feels_like': -22.9, 'temp_min': -16.55, 'temp_max': -16.55, 'pressure': 1003, 'humidity': 97, 'sea_level': 1003, 'grnd_level': 994}",10000.0,"{'speed': 2.67, 'deg': 123, 'gust': 2.69}",{'all': 100},1710685055,"{'type': 2, 'id': 49144, 'country': 'RU', 'sunrise': 1710634732, 'sunset': 1710677439}",25200,1490256,Talnakh,200,,
"{'lon': -102.2744, 'lat': 33.1812}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 8.27, 'feels_like': 6.53, 'temp_min': 7.99, 'temp_max': 8.86, 'pressure': 1019, 'humidity': 87, 'sea_level': 1019, 'grnd_level': 903}",10000.0,"{'speed': 2.85, 'deg': 38, 'gust': 6.07}",{'all': 55},1710685055,"{'type': 2, 'id': 2039059, 'country': 'US', 'sunrise': 1710680166, 'sunset': 1710723509}",-18000,5517675,Brownfield,200,,
"{'lon': 19.2345, 'lat': -34.4187}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 23.22, 'feels_like': 23.01, 'temp_min': 23.22, 'temp_max': 23.22, 'pressure': 1018, 'humidity': 54, 'sea_level': 1018, 'grnd_level': 1014}",10000.0,"{'speed': 10.15, 'deg': 108, 'gust': 11.88}",{'all': 100},1710685133,"{'type': 2, 'id': 2006131, 'country': 'ZA', 'sunrise': 1710650643, 'sunset': 1710694720}",7200,3366880,Hermanus,200,,
"{'lon': -17.9293, 'lat': 28.629}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 22.3, 'feels_like': 22.67, 'temp_min': 22.3, 'temp_max': 22.54, 'pressure': 1016, 'humidity': 80}",10000.0,"{'speed': 4.12, 'deg': 60}",{'all': 20},1710685077,"{'type': 2, 'id': 2002582, 'country': 'ES', 'sunrise': 1710659923, 'sunset': 1710703275}",0,6534196,Tazacorte,200,,
"{'lon': 63.2513, 'lat': 56.9523}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -0.86, 'feels_like': -5.09, 'temp_min': -0.86, 'temp_max': -0.86, 'pressure': 1025, 'humidity': 86, 'sea_level': 1025, 'grnd_level': 1013}",10000.0,"{'speed': 3.67, 'deg': 230, 'gust': 9.88}",{'all': 2},1710685313,"{'country': 'RU', 'sunrise': 1710640613, 'sunset': 1710683627}",18000,1493870,Pyshma,200,,
"{'lon': -0.2892, 'lat': 54.21}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 11.94, 'feels_like': 11.62, 'temp_min': 9.88, 'temp_max': 12.82, 'pressure': 1010, 'humidity': 93}",8186.0,"{'speed': 2.68, 'deg': 192, 'gust': 5.36}",{'all': 100},1710685313,"{'type': 2, 'id': 2005670, 'country': 'GB', 'sunrise': 1710655816, 'sunset': 1710698916}",0,2649463,Filey,200,{'1h': 0.19},
"{'lon': 11.6497, 'lat': 57.6897}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 5.12, 'feels_like': 1.89, 'temp_min': 3.44, 'temp_max': 5.55, 'pressure': 1026, 'humidity': 53, 'sea_level': 1026, 'grnd_level': 1025}",10000.0,"{'speed': 4.2, 'deg': 40, 'gust': 5.12}",{'all': 69},1710685313,"{'type': 2, 'id': 2001395, 'country': 'SE', 'sunrise': 1710652979, 'sunset': 1710696024}",3600,2705075,Hönö,200,,
"{'lon': 104.7458, 'lat': -2.9167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 26.05, 'feels_like': 26.05, 'temp_min': 26.05, 'temp_max': 26.05, 'pressure': 1010, 'humidity': 89}",10000.0,"{'speed': 2.06, 'deg': 350}",{'all': 40},1710685313,"{'type': 1, 'id': 9424, 'country': 'ID', 'sunrise': 1710630348, 'sunset': 1710673978}",25200,1633070,Palembang,200,,
"{'lon': -119.2691, 'lat': 50.2581}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 2.35, 'feels_like': -0.3, 'temp_min': -1.66, 'temp_max': 4.05, 'pressure': 1026, 'humidity': 93}",10000.0,"{'speed': 2.57, 'deg': 90}",{'all': 9},1710685313,"{'type': 1, 'id': 331, 'country': 'CA', 'sunrise': 1710684305, 'sunset': 1710727526}",-25200,6173864,Vernon,200,,
"{'lon': -76.7936, 'lat': 17.997}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 28.53, 'feels_like': 31.73, 'temp_min': 28.53, 'temp_max': 30.65, 'pressure': 1013, 'humidity': 70}",10000.0,"{'speed': 2.06, 'deg': 340}",{'all': 20},1710685128,"{'type': 1, 'id': 7105, 'country': 'JM', 'sunrise': 1710673999, 'sunset': 1710717448}",-18000,3489854,Kingston,200,,
"{'lon': 59.6062, 'lat': 36.297}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 16.08, 'feels_like': 15.39, 'temp_min': 16.08, 'temp_max': 16.08, 'pressure': 1019, 'humidity': 63}",10000.0,"{'speed': 7.2, 'deg': 130}",{'all': 20},1710685225,"{'type': 1, 'id': 7485, 'country': 'IR', 'sunrise': 1710641366, 'sunset': 1710684623}",12600,124665,Mashhad,200,,
"{'lon': 61.8833, 'lat': 30.9667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 28.98, 'feels_like': 27.4, 'temp_min': 28.98, 'temp_max': 28.98, 'pressure': 1013, 'humidity': 18, 'sea_level': 1013, 'grnd_level': 959}",10000.0,"{'speed': 2.36, 'deg': 53, 'gust': 2.48}",{'all': 0},1710685314,"{'type': 1, 'id': 7513, 'country': 'AF', 'sunrise': 1710640794, 'sunset': 1710684102}",16200,1120985,Zaranj,200,,
"{'lon': 72.9333, 'lat': 0.5333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 28.68, 'feels_like': 31.87, 'temp_min': 28.68, 'temp_max': 28.68, 'pressure': 1011, 'humidity': 69, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 0.28, 'deg': 297, 'gust': 0.53}",{'all': 11},1710685314,"{'country': 'MV', 'sunrise': 1710638000, 'sunset': 1710681593}",18000,1337610,Thinadhoo,200,,
"{'lon': 38.75, 'lat': 29.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 30.11, 'feels_like': 28.22, 'temp_min': 30.11, 'temp_max': 30.11, 'pressure': 1008, 'humidity': 11, 'sea_level': 1008, 'grnd_level': 931}",10000.0,"{'speed': 2.47, 'deg': 351, 'gust': 2.03}",{'all': 99},1710685314,"{'country': 'SA', 'sunrise': 1710646335, 'sunset': 1710689663}",10800,109470,Al Jawf,200,,
"{'lon': 76.1136, 'lat': 61.0296}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 1.68, 'feels_like': -3.78, 'temp_min': 1.68, 'temp_max': 2.01, 'pressure': 1012, 'humidity': 99, 'sea_level': 1012, 'grnd_level': 1007}",73.0,"{'speed': 7.05, 'deg': 252, 'gust': 14.12}",{'all': 100},1710685314,"{'type': 2, 'id': 49593, 'country': 'RU', 'sunrise': 1710637567, 'sunset': 1710680500}",18000,1499053,Megion,200,,
"{'lon': -3.9836, 'lat': 22.6783}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 34.52, 'feels_like': 31.93, 'temp_min': 34.52, 'temp_max': 34.52, 'pressure': 1015, 'humidity': 5, 'sea_level': 1015, 'grnd_level': 993}",10000.0,"{'speed': 9.61, 'deg': 73, 'gust': 10.3}",{'all': 0},1710685314,"{'country': 'ML', 'sunrise': 1710656554, 'sunset': 1710699951}",0,2450173,Taoudenni,200,,
"{'lon': 145.7167, 'lat': -41}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 16.77, 'feels_like': 16.9, 'temp_min': 16.77, 'temp_max': 16.77, 'pressure': 1017, 'humidity': 92, 'sea_level': 1017, 'grnd_level': 1006}",10000.0,"{'speed': 5.44, 'deg': 120, 'gust': 10.35}",{'all': 44},1710685057,"{'country': 'AU', 'sunrise': 1710706654, 'sunset': 1710750774}",39600,2142747,Wynyard,200,,
"{'lon': 21.9572, 'lat': 56.974}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 2.83, 'feels_like': 0.65, 'temp_min': 2.83, 'temp_max': 2.83, 'pressure': 1012, 'humidity': 66, 'sea_level': 1012, 'grnd_level': 1005}",10000.0,"{'speed': 2.18, 'deg': 35, 'gust': 3.78}",{'all': 100},1710685256,"{'type': 1, 'id': 1877, 'country': 'LV', 'sunrise': 1710650505, 'sunset': 1710693552}",7200,458460,Kuldīga,200,,
"{'lon': 56.9244, 'lat': 33.5959}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 24.86, 'feels_like': 24.08, 'temp_min': 24.86, 'temp_max': 24.86, 'pressure': 1013, 'humidity': 26, 'sea_level': 1013, 'grnd_level': 930}",10000.0,"{'speed': 2.77, 'deg': 119, 'gust': 2.78}",{'all': 5},1710685314,"{'country': 'IR', 'sunrise': 1710641996, 'sunset': 1710685280}",12600,113659,Tabas,200,,
"{'lon': 115.0667, 'lat': -33.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 16.69, 'feels_like': 16.69, 'temp_min': 16.69, 'temp_max': 16.69, 'pressure': 1012, 'humidity': 87, 'sea_level': 1012, 'grnd_level': 1006}",10000.0,"{'speed': 5.03, 'deg': 179, 'gust': 9.13}",{'all': 0},1710685057,"{'country': 'AU', 'sunrise': 1710627636, 'sunset': 1710671737}",28800,2066981,Margaret River,200,,
"{'lon': -169.5144, 'lat': -14.2336}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 28.59, 'feels_like': 32.53, 'temp_min': 28.59, 'temp_max': 28.59, 'pressure': 1009, 'humidity': 74, 'sea_level': 1009, 'grnd_level': 1004}",10000.0,"{'speed': 2.91, 'deg': 6, 'gust': 2.62}",{'all': 97},1710685074,"{'country': 'AS', 'sunrise': 1710696106, 'sunset': 1710739837}",-39600,5881165,Ta`ū,200,,
"{'lon': 34.8709, 'lat': 41.7711}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 6.24, 'feels_like': 4.24, 'temp_min': 6.24, 'temp_max': 6.24, 'pressure': 1020, 'humidity': 83, 'sea_level': 1020, 'grnd_level': 914}",10000.0,"{'speed': 2.67, 'deg': 35, 'gust': 1.85}",{'all': 98},1710685315,"{'type': 1, 'id': 7004, 'country': 'TR', 'sunrise': 1710647322, 'sunset': 1710690537}",10800,739598,Sinop Province,200,,
"{'lon': 158.6483, 'lat': 53.0452}","[{'id': 621, 'main': 'Snow', 'description': 'shower snow', 'icon': '13n'}]",stations,"{'temp': -2.53, 'feels_like': -9.53, 'temp_min': -2.53, 'temp_max': -1.67, 'pressure': 978, 'humidity': 86}",1800.0,"{'speed': 22.35, 'deg': 43, 'gust': 29.95}",{'all': 100},1710685144,"{'type': 2, 'id': 2088272, 'country': 'RU', 'sunrise': 1710703983, 'sunset': 1710747239}",43200,2122104,Petropavlovsk-Kamchatskiy,200,,{'1h': 0.58}
"{'lon': -4.2833, 'lat': 47.9}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 15.18, 'feels_like': 14.89, 'temp_min': 14.16, 'temp_max': 15.18, 'pressure': 1017, 'humidity': 82}",10000.0,"{'speed': 3.09, 'deg': 230}",{'all': 100},1710685094,"{'type': 1, 'id': 6568, 'country': 'FR', 'sunrise': 1710656738, 'sunset': 1710699911}",3600,6430989,Plonéour-Lanvern,200,,
"{'lon': -35.4608, 'lat': -5.1989}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 30.14, 'feels_like': 35.89, 'temp_min': 30.14, 'temp_max': 30.14, 'pressure': 1012, 'humidity': 72, 'sea_level': 1012, 'grnd_level': 1010}",10000.0,"{'speed': 4.98, 'deg': 106, 'gust': 6.23}",{'all': 100},1710685315,"{'country': 'BR', 'sunrise': 1710663981, 'sunset': 1710707631}",-10800,3386213,Touros,200,,
"{'lon': -100.9667, 'lat': 25.55}","[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",stations,"{'temp': 18.52, 'feels_like': 18.07, 'temp_min': 15.16, 'temp_max': 21.91, 'pressure': 1019, 'humidity': 63}",805.0,"{'speed': 0, 'deg': 0}",{'all': 100},1710685315,"{'type': 1, 'id': 7118, 'country': 'MX', 'sunrise': 1710679825, 'sunset': 1710723223}",-21600,3991043,Ramos Arizpe,200,,
"{'lon': -65.4333, 'lat': -13.75}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 27.97, 'feels_like': 32.49, 'temp_min': 27.97, 'temp_max': 27.97, 'pressure': 1012, 'humidity': 83}",10000.0,"{'speed': 7.72, 'deg': 350}",{'all': 75},1710685315,"{'type': 1, 'id': 8631, 'country': 'BO', 'sunrise': 1710671128, 'sunset': 1710714867}",-14400,3905007,Santa Ana de Yacuma,200,,
"{'lon': 96.8225, 'lat': -12.1568}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 25.99, 'feels_like': 25.99, 'temp_min': 25.99, 'temp_max': 25.99, 'pressure': 1011, 'humidity': 78}",10000.0,"{'speed': 1.03, 'deg': 140}",{'all': 16},1710685315,"{'type': 1, 'id': 9570, 'country': 'CC', 'sunrise': 1710632194, 'sunset': 1710675934}",23400,7304591,West Island,200,,
"{'lon': -0.8967, 'lat': 45.5549}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 19.13, 'feels_like': 19.37, 'temp_min': 16.1, 'temp_max': 19.13, 'pressure': 1020, 'humidity': 87, 'sea_level': 1020, 'grnd_level': 1018}",10000.0,"{'speed': 2.86, 'deg': 297, 'gust': 3.86}",{'all': 100},1710685315,"{'type': 1, 'id': 6452, 'country': 'FR', 'sunrise': 1710655914, 'sunset': 1710699110}",3600,3026644,La Passe,200,,
"{'lon': -52.7093, 'lat': 47.5649}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 1.07, 'feels_like': -2.69, 'temp_min': -0.12, 'temp_max': 1.75, 'pressure': 1012, 'humidity': 73}",10000.0,"{'speed': 3.6, 'deg': 10}",{'all': 75},1710685058,"{'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1710668342, 'sunset': 1710711547}",-9000,6324733,St. John's,200,,
"{'lon': -122.6762, 'lat': 45.5234}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 8.18, 'feels_like': 7.27, 'temp_min': 4.32, 'temp_max': 10.91, 'pressure': 1022, 'humidity': 79}",10000.0,"{'speed': 1.79, 'deg': 51, 'gust': 3.13}",{'all': 20},1710685035,"{'type': 2, 'id': 2008548, 'country': 'US', 'sunrise': 1710685102, 'sunset': 1710728363}",-25200,5746545,Portland,200,,
"{'lon': -44.3139, 'lat': -19.7625}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 31.48, 'feels_like': 35.62, 'temp_min': 31.17, 'temp_max': 32.08, 'pressure': 1014, 'humidity': 59, 'sea_level': 1014, 'grnd_level': 922}",10000.0,"{'speed': 1.38, 'deg': 300, 'gust': 1.73}",{'all': 1},1710685315,"{'type': 1, 'id': 8344, 'country': 'BR', 'sunrise': 1710666021, 'sunset': 1710709839}",-10800,3464008,Esmeraldas,200,,
"{'lon': 6.7371, 'lat': 7.4178}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 38.88, 'feels_like': 42.65, 'temp_min': 38.88, 'temp_max': 38.88, 'pressure': 1005, 'humidity': 34, 'sea_level': 1005, 'grnd_level': 998}",10000.0,"{'speed': 1.71, 'deg': 138, 'gust': 2.12}",{'all': 72},1710685058,"{'country': 'NG', 'sunrise': 1710653916, 'sunset': 1710697444}",3600,2351470,Alo,200,{'1h': 0.13},
"{'lon': -75.1103, 'lat': -15.2119}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 20.69, 'feels_like': 20.75, 'temp_min': 20.69, 'temp_max': 20.69, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 956}",10000.0,"{'speed': 4.79, 'deg': 152, 'gust': 4.08}",{'all': 100},1710685316,"{'country': 'PE', 'sunrise': 1710673442, 'sunset': 1710717197}",-18000,3935288,Minas de Marcona,200,,
"{'lon': -7.7169, 'lat': 4.375}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 30.26, 'feels_like': 35.43, 'temp_min': 30.26, 'temp_max': 30.26, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 1007}",10000.0,"{'speed': 3.22, 'deg': 197, 'gust': 3.21}",{'all': 35},1710685316,"{'country': 'LR', 'sunrise': 1710657370, 'sunset': 1710700927}",0,2276492,Harper,200,,
"{'lon': 151.8468, 'lat': 7.4515}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 26.89, 'feels_like': 29.86, 'temp_min': 26.89, 'temp_max': 26.89, 'pressure': 1009, 'humidity': 84, 'sea_level': 1009, 'grnd_level': 1009}",10000.0,"{'speed': 6.54, 'deg': 74, 'gust': 7.14}",{'all': 100},1710685316,"{'country': 'FM', 'sunrise': 1710705472, 'sunset': 1710749014}",36000,2081114,Weno,200,{'1h': 0.78},
"{'lon': -0.4087, 'lat': 42.1362}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 21.7, 'feels_like': 21.52, 'temp_min': 21.38, 'temp_max': 21.7, 'pressure': 1020, 'humidity': 61}",10000.0,"{'speed': 3.09, 'deg': 250}",{'all': 0},1710685316,"{'type': 2, 'id': 86616, 'country': 'ES', 'sunrise': 1710655781, 'sunset': 1710699009}",3600,3120514,Huesca,200,,
"{'lon': -151.2583, 'lat': 60.5544}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': -1.65, 'feels_like': -3.7, 'temp_min': -2.14, 'temp_max': -1.06, 'pressure': 1003, 'humidity': 98}",2816.0,"{'speed': 1.54, 'deg': 160}",{'all': 100},1710685316,"{'type': 1, 'id': 7680, 'country': 'US', 'sunrise': 1710692014, 'sunset': 1710735168}",-28800,5866063,Kenai,200,,{'1h': 0.19}
"{'lon': 164.8658, 'lat': -21.0595}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 24.1, 'feels_like': 24.99, 'temp_min': 24.1, 'temp_max': 24.1, 'pressure': 1008, 'humidity': 93, 'sea_level': 1008, 'grnd_level': 986}",10000.0,"{'speed': 2.08, 'deg': 63, 'gust': 4.92}",{'all': 100},1710685316,"{'country': 'NC', 'sunrise': 1710702217, 'sunset': 1710746021}",39600,2140691,Koné,200,,
"{'lon': 96.3801, 'lat': 2.4803}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 27.12, 'feels_like': 29.71, 'temp_min': 27.12, 'temp_max': 27.12, 'pressure': 1011, 'humidity': 77, 'sea_level': 1011, 'grnd_level': 1006}",10000.0,"{'speed': 1.38, 'deg': 195, 'gust': 2.02}",{'all': 74},1710685316,"{'country': 'ID', 'sunrise': 1710632384, 'sunset': 1710675957}",25200,1213721,Sinabang,200,,
"{'lon': 7.732, 'lat': 63.1115}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 6.36, 'feels_like': 4.89, 'temp_min': 5.03, 'temp_max': 6.36, 'pressure': 1018, 'humidity': 36}",10000.0,"{'speed': 2.06, 'deg': 110}",{'all': 0},1710685316,"{'type': 1, 'id': 1636, 'country': 'NO', 'sunrise': 1710653960, 'sunset': 1710696923}",3600,6453331,Kristiansund,200,,
"{'lon': -172.5159, 'lat': -8.5421}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 28.98, 'feels_like': 33.85, 'temp_min': 28.98, 'temp_max': 28.98, 'pressure': 1008, 'humidity': 76, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 4.22, 'deg': 119, 'gust': 4.52}",{'all': 43},1710685316,"{'country': 'TK', 'sunrise': 1710783251, 'sunset': 1710826896}",46800,7522183,Atafu Village,200,{'1h': 0.27},
"{'lon': -101.0524, 'lat': 39.3958}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 1.31, 'feels_like': -3.07, 'temp_min': 0.46, 'temp_max': 2.27, 'pressure': 1024, 'humidity': 58}",10000.0,"{'speed': 4.63, 'deg': 360}",{'all': 0},1710685317,"{'type': 2, 'id': 18971, 'country': 'US', 'sunrise': 1710679896, 'sunset': 1710723193}",-18000,5445194,Colby,200,,
"{'lon': -53.3681, 'lat': -33.5189}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 24.17, 'feels_like': 24.26, 'temp_min': 24.17, 'temp_max': 24.17, 'pressure': 1014, 'humidity': 62, 'sea_level': 1014, 'grnd_level': 1013}",10000.0,"{'speed': 4.95, 'deg': 130, 'gust': 5.26}",{'all': 74},1710685317,"{'country': 'BR', 'sunrise': 1710668086, 'sunset': 1710712119}",-10800,3449747,Santa Vitória do Palmar,200,,
"{'lon': 142.3669, 'lat': 42.3339}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 3.19, 'feels_like': -2.77, 'temp_min': 3.19, 'temp_max': 3.19, 'pressure': 994, 'humidity': 85, 'sea_level': 994, 'grnd_level': 988}",10000.0,"{'speed': 9.87, 'deg': 255, 'gust': 12.84}",{'all': 100},1710685059,"{'country': 'JP', 'sunrise': 1710621557, 'sunset': 1710664715}",32400,2128025,Shizunai-furukawachō,200,,
"{'lon': 17.6193, 'lat': 50.642}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 7.36, 'feels_like': 3.53, 'temp_min': 7.36, 'temp_max': 7.36, 'pressure': 1021, 'humidity': 65, 'sea_level': 1021, 'grnd_level': 1001}",10000.0,"{'speed': 7.04, 'deg': 312, 'gust': 9.83}",{'all': 17},1710685317,"{'type': 2, 'id': 265391, 'country': 'PL', 'sunrise': 1710651504, 'sunset': 1710694634}",3600,3090951,Niemodlin,200,,
"{'lon': 122.7167, 'lat': 48}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -7.17, 'feels_like': -14.04, 'temp_min': -7.17, 'temp_max': -7.17, 'pressure': 1022, 'humidity': 72, 'sea_level': 1022, 'grnd_level': 970}",10000.0,"{'speed': 5.22, 'deg': 308, 'gust': 12.13}",{'all': 0},1710685317,"{'country': 'CN', 'sunrise': 1710626302, 'sunset': 1710669400}",28800,2033225,Zhalantun,200,,
"{'lon': 52.1498, 'lat': 65.441}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -2.44, 'feels_like': -7.62, 'temp_min': -2.44, 'temp_max': -2.44, 'pressure': 1005, 'humidity': 86}",10000.0,"{'speed': 4.47, 'deg': 265, 'gust': 11.62}",{'all': 100},1710685317,"{'type': 2, 'id': 2088263, 'country': 'RU', 'sunrise': 1710643351, 'sunset': 1710686216}",10800,477940,Ust-Tsilma,200,,
"{'lon': -81.3114, 'lat': 43.8879}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 0.42, 'feels_like': -5.6, 'temp_min': -0.48, 'temp_max': 1.82, 'pressure': 1003, 'humidity': 90, 'sea_level': 1003, 'grnd_level': 964}",1887.0,"{'speed': 7.54, 'deg': 279, 'gust': 9.74}",{'all': 99},1710685317,"{'type': 2, 'id': 2008803, 'country': 'CA', 'sunrise': 1710675181, 'sunset': 1710718434}",-14400,6183141,Wingham,200,,{'1h': 0.14}
"{'lon': 27.9116, 'lat': -33.0153}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 20.52, 'feels_like': 20.4, 'temp_min': 20.52, 'temp_max': 20.52, 'pressure': 1024, 'humidity': 68}",10000.0,"{'speed': 3.6, 'deg': 70}",{'all': 100},1710685317,"{'type': 1, 'id': 1912, 'country': 'ZA', 'sunrise': 1710648574, 'sunset': 1710692625}",7200,1006984,East London,200,{'1h': 0.14},
"{'lon': 127.2667, 'lat': 53.75}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': -15.29, 'feels_like': -20.79, 'temp_min': -15.29, 'temp_max': -15.29, 'pressure': 1020, 'humidity': 89, 'sea_level': 1020, 'grnd_level': 989}",10000.0,"{'speed': 2.29, 'deg': 350, 'gust': 2.64}",{'all': 7},1710685317,"{'type': 2, 'id': 2087928, 'country': 'RU', 'sunrise': 1710625252, 'sunset': 1710668266}",32400,2012593,Zeya,200,,
"{'lon': -4.4285, 'lat': 31.9275}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.03, 'feels_like': 26.63, 'temp_min': 28.03, 'temp_max': 28.03, 'pressure': 1025, 'humidity': 9}",10000.0,"{'speed': 6.69, 'deg': 190}",{'all': 0},1710685317,"{'type': 1, 'id': 2391, 'country': 'MA', 'sunrise': 1710656699, 'sunset': 1710700019}",0,7280528,Errachidia,200,,
